prot	gene.num
CFIm25	33
CFIm59	54
CFIm68	39
CPSF100	2
CPSF160	44
CPSF30	6
CPSF73	2
CstF64	48
CstF64tau	49
Fip1	19
HuR_Mukherjee	11
PTB	1
TDP43	3
TDP43_ES	3
TIA1	8
TIAL1	11
TIAL1_Hela	24
U2AF65	11
hnRNPC	6
CFIm25	32
CFIm59	48
CFIm68	34
CPSF100	1
CPSF160	45
CPSF30	14
CPSF73	5
CstF64	43
CstF64tau	47
Fip1	22
HuR_Mukherjee	5
PTB	7
TDP43	4
TDP43_ES	4
TDP43_Hela	2
TIA1	7
TIAL1	10
TIAL1_Hela	21
U2AF65	8
hnRNPC	6
