prot	gene.num
CFIm25	8
CFIm59	17
CFIm68	12
CPSF160	13
CPSF30	5
CPSF73	2
CstF64	16
CstF64tau	15
Fip1	8
HuR_Mukherjee	2
PTB	1
TDP43	1
TDP43_ES	1
TDP43_SHSY5Y	1
TIA1	1
TIAL1	2
TIAL1_Hela	5
U2AF65	2
hnRNPC	3
CFIm25	54
CFIm59	74
CFIm68	55
CPSF100	3
CPSF160	61
CPSF30	15
CPSF73	4
CstF64	66
CstF64tau	73
Fip1	33
HuR_Mukherjee	10
PTB	6
TDP43	4
TDP43_ES	4
TDP43_Hela	1
TDP43_SHSY5Y	3
TIA1	16
TIAL1	18
TIAL1_Hela	36
U2AF65	12
hnRNPC	6
