prot	gene.num
CFIm25	45
CFIm59	75
CFIm68	58
CPSF100	1
CPSF160	70
CPSF30	11
CPSF73	4
CstF64	70
CstF64tau	77
Fip1	31
HuR_Mukherjee	13
PTB	2
TDP43	2
TDP43_ES	2
TDP43_SHSY5Y	1
TIA1	9
TIAL1	16
TIAL1_Hela	31
U2AF65	10
hnRNPC	6
CFIm25	41
CFIm59	70
CFIm68	50
CPSF100	2
CPSF160	60
CPSF30	11
CPSF73	6
CstF64	62
CstF64tau	65
Fip1	28
HuR_Mukherjee	8
PTB	7
TDP43	4
TDP43_ES	4
TDP43_Hela	3
TDP43_SHSY5Y	1
TIA1	11
TIAL1	13
TIAL1_Hela	24
U2AF65	13
hnRNPC	10
