prot	gene.num
CFIm25	199
CFIm59	274
CFIm68	220
CPSF100	10
CPSF160	233
CPSF30	36
CPSF73	21
CstF64	253
CstF64tau	297
Fip1	112
HuR_Mukherjee	47
PTB	10
TDP43	6
TDP43_ES	8
TDP43_Hela	1
TDP43_SHSY5Y	4
TIA1	47
TIAL1	81
TIAL1_Hela	139
U2AF65	34
hnRNPC	14
CFIm25	23
CFIm59	41
CFIm68	24
CPSF100	1
CPSF160	32
CPSF30	8
CPSF73	1
CstF64	35
CstF64tau	39
Fip1	12
HuR_Mukherjee	5
PTB	3
TDP43	2
TDP43_ES	2
TDP43_SHSY5Y	1
TIA1	5
TIAL1	6
TIAL1_Hela	10
U2AF65	8
hnRNPC	6
