prot	gene.num
CFIm25	471
CFIm59	679
CFIm68	580
CPSF100	18
CPSF160	605
CPSF30	86
CPSF73	51
CstF64	632
CstF64tau	698
Fip1	351
HuR_Mukherjee	158
PTB	50
TDP43	32
TDP43_ES	31
TDP43_Hela	3
TDP43_SHSY5Y	7
TIA1	166
TIAL1	265
TIAL1_Hela	431
U2AF65	142
hnRNPC	64
CFIm25	492
CFIm59	672
CFIm68	564
CPSF100	28
CPSF160	627
CPSF30	115
CPSF73	60
CstF64	594
CstF64tau	677
Fip1	340
HuR_Mukherjee	174
PTB	101
TDP43	41
TDP43_ES	42
TDP43_Hela	3
TDP43_SHSY5Y	8
TIA1	184
TIAL1	271
TIAL1_Hela	424
U2AF65	196
hnRNPC	112
