prot	gene.num
CFIm25	315
CFIm59	421
CFIm68	379
CPSF100	16
CPSF160	391
CPSF30	64
CPSF73	38
CstF64	396
CstF64tau	425
Fip1	222
HuR_Mukherjee	106
PTB	39
TDP43	22
TDP43_ES	21
TDP43_Hela	2
TDP43_SHSY5Y	5
TIA1	121
TIAL1	184
TIAL1_Hela	267
U2AF65	94
hnRNPC	49
CFIm25	315
CFIm59	419
CFIm68	369
CPSF100	20
CPSF160	394
CPSF30	93
CPSF73	47
CstF64	374
CstF64tau	419
Fip1	236
HuR_Mukherjee	100
PTB	67
TDP43	26
TDP43_ES	27
TDP43_Hela	1
TDP43_SHSY5Y	5
TIA1	127
TIAL1	184
TIAL1_Hela	288
U2AF65	122
hnRNPC	79
