prot	gene.num
CFIm25	36
CFIm59	57
CFIm68	43
CPSF100	1
CPSF160	53
CPSF30	9
CPSF73	2
CstF64	52
CstF64tau	63
Fip1	25
HuR_Mukherjee	9
TDP43	1
TDP43_ES	1
TDP43_SHSY5Y	1
TIA1	6
TIAL1	10
TIAL1_Hela	25
U2AF65	9
hnRNPC	5
CFIm25	32
CFIm59	56
CFIm68	39
CPSF100	2
CPSF160	44
CPSF30	13
CPSF73	7
CstF64	50
CstF64tau	52
Fip1	23
HuR_Mukherjee	4
PTB	6
TDP43	3
TDP43_ES	3
TDP43_Hela	2
TDP43_SHSY5Y	1
TIA1	9
TIAL1	15
TIAL1_Hela	21
U2AF65	8
hnRNPC	6
