prot	gene.num
CFIm25	40
CFIm59	70
CFIm68	57
CPSF100	3
CPSF160	60
CPSF30	11
CPSF73	4
CstF64	64
CstF64tau	76
Fip1	28
HuR_Mukherjee	11
PTB	1
TDP43	2
TDP43_ES	2
TIA1	10
TIAL1	14
TIAL1_Hela	26
U2AF65	9
hnRNPC	6
CFIm25	45
CFIm59	68
CFIm68	48
CPSF100	1
CPSF160	59
CPSF30	15
CPSF73	8
CstF64	57
CstF64tau	64
Fip1	28
HuR_Mukherjee	10
PTB	7
TDP43	6
TDP43_ES	6
TDP43_Hela	2
TDP43_SHSY5Y	1
TIA1	14
TIAL1	17
TIAL1_Hela	27
U2AF65	12
hnRNPC	6
