prot	gene.num
CFIm25	40
CFIm59	59
CFIm68	47
CPSF100	1
CPSF160	53
CPSF30	12
CPSF73	4
CstF64	52
CstF64tau	65
Fip1	24
HuR_Mukherjee	14
PTB	1
TDP43	3
TDP43_ES	3
TIA1	8
TIAL1	13
TIAL1_Hela	23
U2AF65	7
hnRNPC	3
CFIm25	41
CFIm59	60
CFIm68	41
CPSF100	1
CPSF160	54
CPSF30	17
CPSF73	6
CstF64	50
CstF64tau	60
Fip1	24
HuR_Mukherjee	9
PTB	6
TDP43	3
TDP43_ES	3
TDP43_SHSY5Y	1
TIA1	10
TIAL1	13
TIAL1_Hela	23
U2AF65	8
hnRNPC	5
