prot	gene.num
CFIm25	181
CFIm59	264
CFIm68	213
CPSF100	8
CPSF160	222
CPSF30	42
CPSF73	19
CstF64	257
CstF64tau	288
Fip1	117
HuR_Mukherjee	40
PTB	10
TDP43	5
TDP43_ES	7
TDP43_Hela	2
TDP43_SHSY5Y	4
TIA1	47
TIAL1	77
TIAL1_Hela	132
U2AF65	26
hnRNPC	13
CFIm25	29
CFIm59	43
CFIm68	29
CPSF160	35
CPSF30	7
CPSF73	2
CstF64	34
CstF64tau	37
Fip1	16
HuR_Mukherjee	6
PTB	3
TDP43	4
TDP43_ES	4
TDP43_Hela	1
TDP43_SHSY5Y	2
TIA1	5
TIAL1	10
TIAL1_Hela	15
U2AF65	6
hnRNPC	4
