prot	gene.num
CFIm25	92
CFIm59	118
CFIm68	107
CPSF100	4
CPSF160	110
CPSF30	18
CPSF73	5
CstF64	107
CstF64tau	119
Fip1	60
HuR_Mukherjee	31
PTB	12
TDP43	6
TDP43_ES	6
TDP43_Hela	1
TDP43_SHSY5Y	2
TIA1	23
TIAL1	49
TIAL1_Hela	74
U2AF65	29
hnRNPC	11
CFIm25	284
CFIm59	368
CFIm68	320
CPSF100	12
CPSF160	356
CPSF30	76
CPSF73	35
CstF64	334
CstF64tau	364
Fip1	195
HuR_Mukherjee	99
PTB	53
TDP43	24
TDP43_ES	23
TDP43_Hela	3
TDP43_SHSY5Y	10
TIA1	126
TIAL1	167
TIAL1_Hela	256
U2AF65	112
hnRNPC	69
