prot	gene.num
CFIm25	15
CFIm59	26
CFIm68	19
CPSF160	24
CPSF30	2
CPSF73	1
CstF64	25
CstF64tau	26
Fip1	11
HuR_Mukherjee	4
PTB	1
TDP43	1
TDP43_ES	1
TIA1	1
TIAL1	3
TIAL1_Hela	6
U2AF65	2
hnRNPC	2
CFIm25	58
CFIm59	90
CFIm68	59
CPSF100	3
CPSF160	75
CPSF30	23
CPSF73	6
CstF64	83
CstF64tau	93
Fip1	43
HuR_Mukherjee	13
PTB	8
TDP43	3
TDP43_ES	3
TDP43_SHSY5Y	2
TIA1	17
TIAL1	24
TIAL1_Hela	41
U2AF65	15
hnRNPC	3
