prot	gene.num
CFIm25	633
CFIm59	891
CFIm68	775
CPSF100	24
CPSF160	800
CPSF30	112
CPSF73	70
CstF64	815
CstF64tau	901
Fip1	451
HuR_Mukherjee	216
PTB	69
TDP43	50
TDP43_ES	46
TDP43_Hela	4
TDP43_SHSY5Y	11
TIA1	257
TIAL1	390
TIAL1_Hela	590
U2AF65	206
hnRNPC	76
CFIm25	643
CFIm59	874
CFIm68	743
CPSF100	36
CPSF160	812
CPSF30	149
CPSF73	85
CstF64	765
CstF64tau	870
Fip1	444
HuR_Mukherjee	224
PTB	121
TDP43	46
TDP43_ES	48
TDP43_Hela	4
TDP43_SHSY5Y	21
TIA1	254
TIAL1	382
TIAL1_Hela	562
U2AF65	242
hnRNPC	145
