prot	gene.num
CFIm25	196
CFIm59	278
CFIm68	218
CPSF100	7
CPSF160	233
CPSF30	42
CPSF73	21
CstF64	272
CstF64tau	300
Fip1	124
HuR_Mukherjee	42
PTB	13
TDP43	8
TDP43_ES	10
TDP43_Hela	1
TDP43_SHSY5Y	2
TIA1	55
TIAL1	85
TIAL1_Hela	142
U2AF65	31
hnRNPC	18
CFIm25	20
CFIm59	41
CFIm68	28
CPSF100	1
CPSF160	36
CPSF30	6
CPSF73	3
CstF64	30
CstF64tau	39
Fip1	11
HuR_Mukherjee	4
PTB	6
TDP43	1
TDP43_ES	1
TDP43_SHSY5Y	1
TIA1	2
TIAL1	5
TIAL1_Hela	8
U2AF65	10
hnRNPC	7
