prot	gene.num
CFIm25	502
CFIm59	638
CFIm68	556
CPSF100	24
CPSF160	583
CPSF30	109
CPSF73	54
CstF64	596
CstF64tau	646
Fip1	354
HuR_Mukherjee	145
PTB	46
TDP43	43
TDP43_ES	43
TDP43_Hela	2
TDP43_SHSY5Y	14
TIA1	194
TIAL1	309
TIAL1_Hela	446
U2AF65	139
hnRNPC	56
CFIm25	334
CFIm59	462
CFIm68	369
CPSF100	17
CPSF160	429
CPSF30	77
CPSF73	38
CstF64	406
CstF64tau	452
Fip1	228
HuR_Mukherjee	115
PTB	66
TDP43	44
TDP43_ES	48
TDP43_Hela	3
TDP43_SHSY5Y	9
TIA1	115
TIAL1	183
TIAL1_Hela	290
U2AF65	125
hnRNPC	87
