prot	gene.num
CFIm25	14
CFIm59	17
CFIm68	14
CPSF160	12
CPSF30	2
CPSF73	1
CstF64	13
CstF64tau	16
Fip1	5
HuR_Mukherjee	2
PTB	1
TDP43	1
TDP43_ES	1
TIA1	2
TIAL1	4
TIAL1_Hela	7
U2AF65	1
hnRNPC	2
CFIm25	47
CFIm59	70
CFIm68	52
CPSF100	2
CPSF160	64
CPSF30	15
CPSF73	3
CstF64	61
CstF64tau	75
Fip1	32
HuR_Mukherjee	8
PTB	7
TDP43	1
TDP43_ES	1
TDP43_Hela	1
TDP43_SHSY5Y	1
TIA1	11
TIAL1	13
TIAL1_Hela	26
U2AF65	10
hnRNPC	5
