prot	gene.num
CFIm25	206
CFIm59	293
CFIm68	232
CPSF100	9
CPSF160	245
CPSF30	40
CPSF73	17
CstF64	282
CstF64tau	323
Fip1	132
HuR_Mukherjee	50
PTB	11
TDP43	7
TDP43_ES	9
TDP43_Hela	1
TDP43_SHSY5Y	3
TIA1	56
TIAL1	90
TIAL1_Hela	154
U2AF65	37
hnRNPC	14
CFIm25	32
CFIm59	66
CFIm68	42
CPSF100	2
CPSF160	61
CPSF30	7
CPSF73	5
CstF64	51
CstF64tau	64
Fip1	25
HuR_Mukherjee	10
PTB	6
TDP43	4
TDP43_ES	4
TDP43_Hela	2
TDP43_SHSY5Y	1
TIA1	9
TIAL1	11
TIAL1_Hela	26
U2AF65	17
hnRNPC	4
