prot	gene.num
CFIm25	186
CFIm59	258
CFIm68	204
CPSF100	8
CPSF160	215
CPSF30	36
CPSF73	16
CstF64	243
CstF64tau	279
Fip1	109
HuR_Mukherjee	38
PTB	7
TDP43	5
TDP43_ES	6
TDP43_Hela	1
TDP43_SHSY5Y	4
TIA1	45
TIAL1	72
TIAL1_Hela	123
U2AF65	29
hnRNPC	17
CFIm25	25
CFIm59	56
CFIm68	32
CPSF100	2
CPSF160	43
CPSF30	7
CPSF73	4
CstF64	46
CstF64tau	53
Fip1	23
HuR_Mukherjee	7
PTB	5
TDP43	5
TDP43_ES	5
TDP43_Hela	2
TDP43_SHSY5Y	3
TIA1	11
TIAL1	12
TIAL1_Hela	15
U2AF65	11
hnRNPC	9
