prot	gene.num
CFIm25	627
CFIm59	820
CFIm68	725
CPSF100	25
CPSF160	753
CPSF30	134
CPSF73	73
CstF64	761
CstF64tau	827
Fip1	455
HuR_Mukherjee	191
PTB	58
TDP43	59
TDP43_ES	57
TDP43_Hela	4
TDP43_SHSY5Y	15
TIA1	269
TIAL1	403
TIAL1_Hela	572
U2AF65	179
hnRNPC	72
CFIm25	129
CFIm59	166
CFIm68	147
CPSF100	7
CPSF160	160
CPSF30	44
CPSF73	23
CstF64	157
CstF64tau	169
Fip1	96
HuR_Mukherjee	46
PTB	29
TDP43	9
TDP43_ES	9
TDP43_SHSY5Y	3
TIA1	53
TIAL1	70
TIAL1_Hela	108
U2AF65	49
hnRNPC	30
