prot	gene.num
CFIm25	723
CFIm59	944
CFIm68	838
CPSF100	28
CPSF160	856
CPSF30	135
CPSF73	75
CstF64	870
CstF64tau	954
Fip1	506
HuR_Mukherjee	238
PTB	74
TDP43	69
TDP43_ES	67
TDP43_Hela	4
TDP43_SHSY5Y	21
TIA1	300
TIAL1	465
TIAL1_Hela	669
U2AF65	218
hnRNPC	78
CFIm25	247
CFIm59	337
CFIm68	282
CPSF100	13
CPSF160	310
CPSF30	66
CPSF73	28
CstF64	299
CstF64tau	336
Fip1	172
HuR_Mukherjee	79
PTB	53
TDP43	23
TDP43_ES	23
TDP43_SHSY5Y	7
TIA1	83
TIAL1	113
TIAL1_Hela	193
U2AF65	103
hnRNPC	70
