prot	gene.num
CFIm25	34
CFIm59	65
CFIm68	52
CPSF100	2
CPSF160	57
CPSF30	8
CPSF73	4
CstF64	64
CstF64tau	72
Fip1	29
HuR_Mukherjee	15
PTB	1
TDP43	3
TDP43_ES	3
TIA1	9
TIAL1	11
TIAL1_Hela	28
U2AF65	12
hnRNPC	4
CFIm25	37
CFIm59	62
CFIm68	45
CPSF160	58
CPSF30	17
CPSF73	6
CstF64	57
CstF64tau	59
Fip1	27
HuR_Mukherjee	12
PTB	8
TDP43	4
TDP43_ES	4
TDP43_Hela	2
TDP43_SHSY5Y	1
TIA1	14
TIAL1	17
TIAL1_Hela	31
U2AF65	7
hnRNPC	6
