prot	gene.num
CFIm25	45
CFIm59	66
CFIm68	52
CPSF100	2
CPSF160	56
CPSF30	12
CPSF73	6
CstF64	63
CstF64tau	66
Fip1	26
HuR_Mukherjee	12
PTB	3
TDP43	3
TDP43_ES	3
TDP43_Hela	1
TDP43_SHSY5Y	1
TIA1	11
TIAL1	16
TIAL1_Hela	32
U2AF65	5
hnRNPC	7
CFIm25	45
CFIm59	60
CFIm68	45
CPSF100	1
CPSF160	50
CPSF30	13
CPSF73	7
CstF64	55
CstF64tau	61
Fip1	24
HuR_Mukherjee	6
PTB	7
TDP43	4
TDP43_ES	4
TDP43_Hela	2
TDP43_SHSY5Y	1
TIA1	10
TIAL1	10
TIAL1_Hela	21
U2AF65	6
hnRNPC	7
