prot	gene.num
CFIm25	212
CFIm59	309
CFIm68	240
CPSF100	11
CPSF160	249
CPSF30	47
CPSF73	23
CstF64	291
CstF64tau	328
Fip1	133
HuR_Mukherjee	54
PTB	13
TDP43	8
TDP43_ES	10
TDP43_Hela	2
TDP43_SHSY5Y	4
TIA1	63
TIAL1	98
TIAL1_Hela	168
U2AF65	38
hnRNPC	17
CFIm25	35
CFIm59	63
CFIm68	41
CPSF100	1
CPSF160	52
CPSF30	8
CPSF73	3
CstF64	49
CstF64tau	58
Fip1	22
HuR_Mukherjee	7
PTB	5
TDP43	3
TDP43_ES	3
TDP43_SHSY5Y	1
TIA1	6
TIAL1	9
TIAL1_Hela	19
U2AF65	10
hnRNPC	5
